Module,Framework,Iteration,Status,Time_Sec,RAM_MB
SIEVE,PITest,26,success,2.88,299.92
SIEVE,Major,27,success,3.22,291.72
SIEVE,PITest,27,success,2.86,317.39
SIEVE,Major,28,success,3.77,262.34
SIEVE,PITest,28,success,2.86,307.92
SIEVE,Major,29,success,3.31,302.80
SIEVE,PITest,29,success,2.79,324.50
SIEVE,Major,30,success,3.33,294.84
SIEVE,PITest,30,success,3.22,291.67
LEVENSHTEIN,Major,1,success,3.88,486.56
LEVENSHTEIN,PITest,1,success,3.07,414.28
LEVENSHTEIN,Major,2,success,4.01,513.89
LEVENSHTEIN,PITest,2,success,3.45,366.69
LEVENSHTEIN,Major,3,success,3.93,484.34
LEVENSHTEIN,PITest,3,success,3.11,410.50
LEVENSHTEIN,Major,4,success,3.91,490.23
LEVENSHTEIN,PITest,4,success,3.11,419.80
LEVENSHTEIN,Major,5,success,3.97,503.64
LEVENSHTEIN,PITest,5,success,3.02,397.42
LEVENSHTEIN,Major,6,success,3.80,486.72
LEVENSHTEIN,PITest,6,success,3.11,422.19
LEVENSHTEIN,Major,7,success,4.16,475.56
LEVENSHTEIN,PITest,7,success,2.91,397.27
LEVENSHTEIN,Major,8,success,3.91,490.59
LEVENSHTEIN,PITest,8,success,3.21,416.94
LEVENSHTEIN,Major,9,success,4.02,487.03
LEVENSHTEIN,PITest,9,success,3.22,338.08
LEVENSHTEIN,Major,10,success,3.93,499.44
LEVENSHTEIN,PITest,10,success,3.09,417.98
LEVENSHTEIN,Major,11,success,4.08,414.38
LEVENSHTEIN,PITest,11,success,3.22,402.12
LEVENSHTEIN,Major,12,success,3.93,464.67
LEVENSHTEIN,PITest,12,success,3.10,419.09
LEVENSHTEIN,Major,13,success,3.91,475.08
LEVENSHTEIN,PITest,13,success,3.14,393.62
LEVENSHTEIN,Major,14,success,4.02,495.77
LEVENSHTEIN,PITest,14,success,3.14,415.17
LEVENSHTEIN,Major,15,success,3.82,504.00
LEVENSHTEIN,PITest,15,success,3.15,383.53
LEVENSHTEIN,Major,16,success,3.95,456.88
LEVENSHTEIN,PITest,16,success,3.05,418.64
LEVENSHTEIN,Major,17,success,3.99,472.95
LEVENSHTEIN,PITest,17,success,3.67,397.48
LEVENSHTEIN,Major,18,success,4.31,458.88
LEVENSHTEIN,PITest,18,success,3.46,417.30
LEVENSHTEIN,Major,19,success,4.08,477.08
LEVENSHTEIN,PITest,19,success,3.89,401.02
LEVENSHTEIN,Major,20,success,4.21,476.77
LEVENSHTEIN,PITest,20,success,3.54,426.73
LEVENSHTEIN,Major,21,success,4.14,509.03
LEVENSHTEIN,PITest,21,success,3.46,388.14
LEVENSHTEIN,Major,22,success,4.00,459.58
LEVENSHTEIN,PITest,22,success,3.14,422.47
LEVENSHTEIN,Major,23,success,3.79,473.44
LEVENSHTEIN,PITest,23,success,3.56,406.16
LEVENSHTEIN,Major,24,success,4.15,496.42
LEVENSHTEIN,PITest,24,success,3.16,420.48
LEVENSHTEIN,Major,25,success,3.82,448.44
LEVENSHTEIN,PITest,25,success,3.67,386.61
LEVENSHTEIN,Major,26,success,4.20,476.03
LEVENSHTEIN,PITest,26,success,3.48,427.44
LEVENSHTEIN,Major,27,success,4.32,441.11
LEVENSHTEIN,PITest,27,success,3.77,403.25
LEVENSHTEIN,Major,28,success,4.32,480.92
LEVENSHTEIN,PITest,28,success,3.57,422.06
LEVENSHTEIN,Major,29,success,4.37,499.84
LEVENSHTEIN,PITest,29,success,3.21,391.45
LEVENSHTEIN,Major,30,success,4.04,485.22
LEVENSHTEIN,PITest,30,success,3.46,417.94
BITCOUNT,Major,1,success,4.40,294.30
BITCOUNT,PITest,1,success,9.22,312.88
BITCOUNT,Major,2,success,4.24,294.58
BITCOUNT,PITest,2,success,8.96,301.75
BITCOUNT,Major,3,success,4.22,290.17
BITCOUNT,PITest,3,success,8.68,335.52
BITCOUNT,Major,4,success,4.09,291.66
BITCOUNT,PITest,4,success,9.04,303.75
BITCOUNT,Major,5,success,4.21,285.78
BITCOUNT,PITest,5,success,8.71,306.47
BITCOUNT,Major,6,success,4.08,287.64
BITCOUNT,PITest,6,success,8.93,328.88
BITCOUNT,Major,7,success,4.44,291.48
BITCOUNT,PITest,7,success,8.89,301.97
BITCOUNT,Major,8,success,4.48,263.02
BITCOUNT,PITest,8,success,8.78,296.58
BITCOUNT,Major,9,success,4.35,295.80
BITCOUNT,PITest,9,success,8.94,299.41
BITCOUNT,Major,10,success,4.13,289.81
BITCOUNT,PITest,10,success,9.09,275.55
BITCOUNT,Major,11,success,4.09,296.66
BITCOUNT,PITest,11,success,8.88,311.39
BITCOUNT,Major,12,success,4.17,282.06
BITCOUNT,PITest,12,success,8.90,304.59
BITCOUNT,Major,13,success,4.28,291.77
BITCOUNT,PITest,13,success,9.04,296.61
BITCOUNT,Major,14,success,4.09,299.77
BITCOUNT,PITest,14,success,8.96,316.88
BITCOUNT,Major,15,success,4.24,286.41
BITCOUNT,PITest,15,success,8.99,303.16
BITCOUNT,Major,16,success,4.19,267.58
BITCOUNT,PITest,16,success,8.86,300.77
BITCOUNT,Major,17,success,4.12,294.44
BITCOUNT,PITest,17,success,8.96,299.97
BITCOUNT,Major,18,success,4.19,294.84
BITCOUNT,PITest,18,success,9.03,309.34
BITCOUNT,Major,19,success,4.27,290.19
BITCOUNT,PITest,19,success,9.03,307.61
BITCOUNT,Major,20,success,4.29,299.12
BITCOUNT,PITest,20,success,8.97,307.25
BITCOUNT,Major,21,success,4.21,302.12
BITCOUNT,PITest,21,success,8.66,314.61
BITCOUNT,Major,22,success,4.37,289.14
BITCOUNT,PITest,22,success,8.86,314.39
BITCOUNT,Major,23,success,4.59,257.02
BITCOUNT,PITest,23,success,8.98,311.42
BITCOUNT,Major,24,success,4.24,283.17
BITCOUNT,PITest,24,success,8.72,299.44
BITCOUNT,Major,25,success,4.12,294.41
BITCOUNT,PITest,25,success,9.10,299.31
BITCOUNT,Major,26,success,4.19,289.83
BITCOUNT,PITest,26,success,8.91,313.11
BITCOUNT,Major,27,success,4.20,292.73
BITCOUNT,PITest,27,success,8.90,315.92
BITCOUNT,Major,28,success,4.24,291.42
BITCOUNT,PITest,28,success,8.91,311.69
BITCOUNT,Major,29,success,4.23,284.30
BITCOUNT,PITest,29,success,8.76,313.98
BITCOUNT,Major,30,success,4.35,282.31
BITCOUNT,PITest,30,success,8.92,316.17
BUCKETSORT,Major,1,success,3.58,276.91
BUCKETSORT,PITest,1,success,2.81,303.59
BUCKETSORT,Major,2,success,3.45,288.05
BUCKETSORT,PITest,2,success,2.63,305.38
BUCKETSORT,Major,3,success,3.21,289.55
BUCKETSORT,PITest,3,success,3.00,261.91
BUCKETSORT,Major,4,success,3.16,279.39
BUCKETSORT,PITest,4,success,2.68,320.39
BUCKETSORT,Major,5,success,3.31,285.55
BUCKETSORT,PITest,5,success,2.57,313.00
BUCKETSORT,Major,6,success,3.54,283.89
BUCKETSORT,PITest,6,success,2.76,307.95
BUCKETSORT,Major,7,success,3.25,289.48
BUCKETSORT,PITest,7,success,2.70,310.73
BUCKETSORT,Major,8,success,3.22,294.59
BUCKETSORT,PITest,8,success,2.90,299.66
BUCKETSORT,Major,9,success,3.11,288.89
BUCKETSORT,PITest,9,success,2.69,308.14
BUCKETSORT,Major,10,success,3.33,290.59
BUCKETSORT,PITest,10,success,2.68,318.73
BUCKETSORT,Major,11,success,3.58,260.30
BUCKETSORT,PITest,11,success,2.80,318.64
BUCKETSORT,Major,12,success,3.31,279.67
BUCKETSORT,PITest,12,success,2.69,313.81
BUCKETSORT,Major,13,success,3.37,296.69
BUCKETSORT,PITest,13,success,2.92,295.78
BUCKETSORT,Major,14,success,3.22,290.41
BUCKETSORT,PITest,14,success,2.65,318.86
BUCKETSORT,Major,15,success,3.21,277.70
BUCKETSORT,PITest,15,success,2.66,309.06
BUCKETSORT,Major,16,success,3.46,269.36
BUCKETSORT,PITest,16,success,2.60,310.77
BUCKETSORT,Major,17,success,3.14,289.52
BUCKETSORT,PITest,17,success,2.67,320.73
BUCKETSORT,Major,18,success,3.15,278.34
BUCKETSORT,PITest,18,success,2.87,282.33
BUCKETSORT,Major,19,success,3.27,293.73
BUCKETSORT,PITest,19,success,2.68,319.97
BUCKETSORT,Major,20,success,3.25,294.03
BUCKETSORT,PITest,20,success,2.70,303.48
BUCKETSORT,Major,21,success,3.77,241.05
BUCKETSORT,PITest,21,success,2.68,313.98
BUCKETSORT,Major,22,success,3.36,280.19
BUCKETSORT,PITest,22,success,2.68,313.28
BUCKETSORT,Major,23,success,3.36,290.11
BUCKETSORT,PITest,23,success,2.89,296.56
BUCKETSORT,Major,24,success,3.15,299.23
BUCKETSORT,PITest,24,success,2.69,298.25
BUCKETSORT,Major,25,success,3.14,290.23
BUCKETSORT,PITest,25,success,2.59,303.62
BUCKETSORT,Major,26,success,3.55,254.58
BUCKETSORT,PITest,26,success,2.70,305.95
BUCKETSORT,Major,27,success,3.35,284.62
BUCKETSORT,PITest,27,success,2.70,316.39
BUCKETSORT,Major,28,success,3.26,295.89
BUCKETSORT,PITest,28,success,2.90,312.56
BUCKETSORT,Major,29,success,3.25,292.92
BUCKETSORT,PITest,29,success,2.67,315.86
BUCKETSORT,Major,30,success,3.16,295.11
BUCKETSORT,PITest,30,success,2.71,309.41
IS_VALID_PARENTHESIZATION,Major,1,success,3.50,286.20
IS_VALID_PARENTHESIZATION,PITest,1,success,2.81,308.75
IS_VALID_PARENTHESIZATION,Major,2,success,3.25,286.50
IS_VALID_PARENTHESIZATION,PITest,2,success,2.80,313.31
IS_VALID_PARENTHESIZATION,Major,3,success,3.22,298.47
IS_VALID_PARENTHESIZATION,PITest,3,success,3.31,268.98
IS_VALID_PARENTHESIZATION,Major,4,success,3.32,291.27
IS_VALID_PARENTHESIZATION,PITest,4,success,2.76,312.66
IS_VALID_PARENTHESIZATION,Major,5,success,3.22,286.84
IS_VALID_PARENTHESIZATION,PITest,5,success,2.86,315.06
IS_VALID_PARENTHESIZATION,Major,6,success,3.41,273.20
IS_VALID_PARENTHESIZATION,PITest,6,success,2.78,310.73
IS_VALID_PARENTHESIZATION,Major,7,success,3.30,284.98
IS_VALID_PARENTHESIZATION,PITest,7,success,2.78,313.83
IS_VALID_PARENTHESIZATION,Major,8,success,3.36,280.83
IS_VALID_PARENTHESIZATION,PITest,8,success,2.90,311.67
IS_VALID_PARENTHESIZATION,Major,9,success,3.24,271.86
IS_VALID_PARENTHESIZATION,PITest,9,success,2.73,312.58
IS_VALID_PARENTHESIZATION,Major,10,success,3.21,279.89
IS_VALID_PARENTHESIZATION,PITest,10,success,2.69,312.89
IS_VALID_PARENTHESIZATION,Major,11,success,3.42,296.41
IS_VALID_PARENTHESIZATION,PITest,11,success,2.70,302.42
IS_VALID_PARENTHESIZATION,Major,12,success,3.23,279.92
IS_VALID_PARENTHESIZATION,PITest,12,success,2.77,302.16
IS_VALID_PARENTHESIZATION,Major,13,success,3.21,291.36
IS_VALID_PARENTHESIZATION,PITest,13,success,2.91,282.00
IS_VALID_PARENTHESIZATION,Major,14,success,3.25,267.89
IS_VALID_PARENTHESIZATION,PITest,14,success,2.80,311.77
IS_VALID_PARENTHESIZATION,Major,15,success,3.28,284.88
IS_VALID_PARENTHESIZATION,PITest,15,success,2.79,306.25
IS_VALID_PARENTHESIZATION,Major,16,success,3.45,299.02
IS_VALID_PARENTHESIZATION,PITest,16,success,2.81,301.28
IS_VALID_PARENTHESIZATION,Major,17,success,3.26,297.52
IS_VALID_PARENTHESIZATION,PITest,17,success,2.81,316.61
IS_VALID_PARENTHESIZATION,Major,18,success,3.12,295.38
IS_VALID_PARENTHESIZATION,PITest,18,success,2.91,302.83
IS_VALID_PARENTHESIZATION,Major,19,success,3.25,281.92
IS_VALID_PARENTHESIZATION,PITest,19,success,2.68,310.98
IS_VALID_PARENTHESIZATION,Major,20,success,3.25,298.38
IS_VALID_PARENTHESIZATION,PITest,20,success,2.79,310.69
IS_VALID_PARENTHESIZATION,Major,21,success,3.38,287.23
IS_VALID_PARENTHESIZATION,PITest,21,success,2.70,294.56
IS_VALID_PARENTHESIZATION,Major,22,success,3.26,292.77
IS_VALID_PARENTHESIZATION,PITest,22,success,2.83,310.42
IS_VALID_PARENTHESIZATION,Major,23,success,3.19,292.70
IS_VALID_PARENTHESIZATION,PITest,23,success,2.99,322.67
IS_VALID_PARENTHESIZATION,Major,24,success,3.19,303.12
IS_VALID_PARENTHESIZATION,PITest,24,success,2.92,313.81
IS_VALID_PARENTHESIZATION,Major,25,success,3.20,291.00
IS_VALID_PARENTHESIZATION,PITest,25,success,2.79,302.28
IS_VALID_PARENTHESIZATION,Major,26,success,3.41,301.06
IS_VALID_PARENTHESIZATION,PITest,26,success,2.86,307.38
IS_VALID_PARENTHESIZATION,Major,27,success,3.23,297.12
IS_VALID_PARENTHESIZATION,PITest,27,success,2.75,314.58
IS_VALID_PARENTHESIZATION,Major,28,success,3.23,291.52
IS_VALID_PARENTHESIZATION,PITest,28,success,2.89,306.62
IS_VALID_PARENTHESIZATION,Major,29,success,3.28,281.81
IS_VALID_PARENTHESIZATION,PITest,29,success,2.80,313.22
IS_VALID_PARENTHESIZATION,Major,30,success,3.34,281.44
IS_VALID_PARENTHESIZATION,PITest,30,success,2.86,308.19
SHUNTING_YARD,Major,1,success,3.50,301.11
SHUNTING_YARD,PITest,1,success,2.76,319.58
SHUNTING_YARD,Major,2,success,3.51,299.28
SHUNTING_YARD,PITest,2,success,2.74,314.53
SHUNTING_YARD,Major,3,success,3.99,271.36
SHUNTING_YARD,PITest,3,success,2.76,322.14
SHUNTING_YARD,Major,4,success,3.53,318.81
SHUNTING_YARD,PITest,4,success,2.67,316.95
SHUNTING_YARD,Major,5,success,3.47,296.88
SHUNTING_YARD,PITest,5,success,3.10,308.66
SHUNTING_YARD,Major,6,success,3.51,304.14
SHUNTING_YARD,PITest,6,success,2.76,323.09
SHUNTING_YARD,Major,7,success,3.52,315.78
SHUNTING_YARD,PITest,7,success,2.64,328.08
SHUNTING_YARD,Major,8,success,3.72,300.50
SHUNTING_YARD,PITest,8,success,2.86,322.62
SHUNTING_YARD,Major,9,success,3.49,308.80
SHUNTING_YARD,PITest,9,success,2.74,321.84
SHUNTING_YARD,Major,10,success,3.80,268.19
SHUNTING_YARD,PITest,10,success,2.85,315.22
SHUNTING_YARD,Major,11,success,3.48,292.92
SHUNTING_YARD,PITest,11,success,2.78,319.53
SHUNTING_YARD,Major,12,success,3.45,304.25
SHUNTING_YARD,PITest,12,success,2.99,299.83
SHUNTING_YARD,Major,13,success,3.46,292.11
SHUNTING_YARD,PITest,13,success,2.79,319.30
SHUNTING_YARD,Major,14,success,3.44,323.75
SHUNTING_YARD,PITest,14,success,2.76,328.88
SHUNTING_YARD,Major,15,success,3.75,299.30
SHUNTING_YARD,PITest,15,success,2.82,297.73
SHUNTING_YARD,Major,16,success,3.66,301.05
SHUNTING_YARD,PITest,16,success,2.79,320.75
SHUNTING_YARD,Major,17,success,3.43,298.59
SHUNTING_YARD,PITest,17,success,2.80,313.70
SHUNTING_YARD,Major,18,success,3.46,309.52
SHUNTING_YARD,PITest,18,success,2.76,319.88
SHUNTING_YARD,Major,19,success,3.51,303.83
SHUNTING_YARD,PITest,19,success,2.93,297.00
SHUNTING_YARD,Major,20,success,3.67,294.59
SHUNTING_YARD,PITest,20,success,2.87,315.02
SHUNTING_YARD,Major,21,success,3.51,298.77
SHUNTING_YARD,PITest,21,success,2.75,320.98
SHUNTING_YARD,Major,22,success,3.75,303.98
SHUNTING_YARD,PITest,22,success,2.85,306.67
SHUNTING_YARD,Major,23,success,3.53,308.25
SHUNTING_YARD,PITest,23,success,2.90,319.06
SHUNTING_YARD,Major,24,success,3.55,310.44
SHUNTING_YARD,PITest,24,success,3.05,305.03
SHUNTING_YARD,Major,25,success,3.63,302.31
SHUNTING_YARD,PITest,25,success,2.86,312.00
SHUNTING_YARD,Major,26,success,3.54,299.59
SHUNTING_YARD,PITest,26,success,3.30,283.28
SHUNTING_YARD,Major,27,success,3.96,292.19
SHUNTING_YARD,PITest,27,success,2.99,323.81
SHUNTING_YARD,Major,28,success,3.78,307.53
SHUNTING_YARD,PITest,28,success,2.97,304.62
SHUNTING_YARD,Major,29,success,3.98,303.06
SHUNTING_YARD,PITest,29,success,3.01,316.89
SHUNTING_YARD,Major,30,success,3.75,303.64
SHUNTING_YARD,PITest,30,success,2.98,310.20
NEXT_PERMUTATION,Major,1,success,3.68,288.86
NEXT_PERMUTATION,PITest,1,success,3.01,308.77
NEXT_PERMUTATION,Major,2,success,3.45,312.14
NEXT_PERMUTATION,PITest,2,success,2.90,321.98
NEXT_PERMUTATION,Major,3,success,3.35,330.44
NEXT_PERMUTATION,PITest,3,success,3.34,310.55
NEXT_PERMUTATION,Major,4,success,3.33,294.44
NEXT_PERMUTATION,PITest,4,success,3.12,313.30
NEXT_PERMUTATION,Major,5,success,3.47,307.34
NEXT_PERMUTATION,PITest,5,success,3.02,295.61
NEXT_PERMUTATION,Major,6,success,4.29,305.56
NEXT_PERMUTATION,PITest,6,success,2.92,322.77
NEXT_PERMUTATION,Major,7,success,3.35,329.72
NEXT_PERMUTATION,PITest,7,success,2.91,313.38
NEXT_PERMUTATION,Major,8,success,3.55,279.11
NEXT_PERMUTATION,PITest,8,success,3.00,311.67
NEXT_PERMUTATION,Major,9,success,3.23,312.97
NEXT_PERMUTATION,PITest,9,success,2.99,320.56
NEXT_PERMUTATION,Major,10,success,3.25,296.44
NEXT_PERMUTATION,PITest,10,success,3.01,348.20
NEXT_PERMUTATION,Major,11,success,3.47,285.39
NEXT_PERMUTATION,PITest,11,success,3.00,308.88
NEXT_PERMUTATION,Major,12,success,3.26,309.20
NEXT_PERMUTATION,PITest,12,success,3.43,283.02
NEXT_PERMUTATION,Major,13,success,3.38,308.33
NEXT_PERMUTATION,PITest,13,success,3.00,347.59
NEXT_PERMUTATION,Major,14,success,3.34,289.77
NEXT_PERMUTATION,PITest,14,success,2.91,310.92
NEXT_PERMUTATION,Major,15,success,3.55,302.59
NEXT_PERMUTATION,PITest,15,success,2.97,309.86
NEXT_PERMUTATION,Major,16,success,3.56,296.12
NEXT_PERMUTATION,PITest,16,success,3.12,312.69
NEXT_PERMUTATION,Major,17,success,3.24,317.95
NEXT_PERMUTATION,PITest,17,success,3.09,294.88
NEXT_PERMUTATION,Major,18,success,3.44,312.92
NEXT_PERMUTATION,PITest,18,success,2.99,336.23
NEXT_PERMUTATION,Major,19,success,3.50,306.70
NEXT_PERMUTATION,PITest,19,success,3.38,265.05
NEXT_PERMUTATION,Major,20,success,3.59,296.31
NEXT_PERMUTATION,PITest,20,success,3.11,322.20
NEXT_PERMUTATION,Major,21,success,3.58,317.22
NEXT_PERMUTATION,PITest,21,success,3.20,326.41
NEXT_PERMUTATION,Major,22,success,3.78,307.81
NEXT_PERMUTATION,PITest,22,success,2.92,317.50
NEXT_PERMUTATION,Major,23,success,3.34,317.05
NEXT_PERMUTATION,PITest,23,success,2.89,325.22
NEXT_PERMUTATION,Major,24,success,3.54,269.95
NEXT_PERMUTATION,PITest,24,success,3.01,301.50
NEXT_PERMUTATION,Major,25,success,3.45,294.61
NEXT_PERMUTATION,PITest,25,success,2.95,334.62
NEXT_PERMUTATION,Major,26,success,3.53,297.70
NEXT_PERMUTATION,PITest,26,success,3.52,286.58
NEXT_PERMUTATION,Major,27,success,3.64,304.91
NEXT_PERMUTATION,PITest,27,success,3.10,322.98
NEXT_PERMUTATION,Major,28,success,3.54,304.64
NEXT_PERMUTATION,PITest,28,success,3.42,301.81
NEXT_PERMUTATION,Major,29,success,3.66,311.34
NEXT_PERMUTATION,PITest,29,success,3.20,327.52
NEXT_PERMUTATION,Major,30,success,3.67,303.08
NEXT_PERMUTATION,PITest,30,success,3.20,315.59
module_3_orderstatemachine,Major,1,success,4.03,309.77
module_3_orderstatemachine,PITest,1,success,3.00,312.70
module_3_orderstatemachine,Major,2,success,3.44,303.61
module_3_orderstatemachine,PITest,2,success,2.87,311.92
module_3_orderstatemachine,Major,3,success,3.79,279.97
module_3_orderstatemachine,PITest,3,success,3.01,299.86
module_3_orderstatemachine,Major,4,success,3.45,297.39
module_3_orderstatemachine,PITest,4,success,2.91,339.77
module_3_orderstatemachine,Major,5,success,3.45,312.33
module_3_orderstatemachine,PITest,5,success,3.31,283.89
module_3_orderstatemachine,Major,6,success,3.47,297.00
module_3_orderstatemachine,PITest,6,success,3.08,308.86
module_3_orderstatemachine,Major,7,success,3.55,299.84
module_3_orderstatemachine,PITest,7,success,3.30,289.89
module_3_orderstatemachine,Major,8,success,3.62,293.84
module_3_orderstatemachine,PITest,8,success,3.05,309.45
module_3_orderstatemachine,Major,9,success,3.48,301.53
module_3_orderstatemachine,PITest,9,success,2.91,316.33
module_3_orderstatemachine,Major,10,success,3.72,306.14
module_3_orderstatemachine,PITest,10,success,3.10,329.28
module_3_orderstatemachine,Major,11,success,3.51,306.09
module_3_orderstatemachine,PITest,11,success,2.88,313.06
module_3_orderstatemachine,Major,12,success,3.47,281.11
module_3_orderstatemachine,PITest,12,success,3.02,297.22
module_3_orderstatemachine,Major,13,success,3.46,288.89
module_3_orderstatemachine,PITest,13,success,3.00,310.61
module_3_orderstatemachine,Major,14,success,3.45,299.30
module_3_orderstatemachine,PITest,14,success,3.32,264.30
module_3_orderstatemachine,Major,15,success,3.58,288.14
module_3_orderstatemachine,PITest,15,success,2.88,313.67
module_3_orderstatemachine,Major,16,success,3.59,289.70
module_3_orderstatemachine,PITest,16,success,3.01,318.02
module_3_orderstatemachine,Major,17,success,3.57,304.03
module_3_orderstatemachine,PITest,17,success,2.91,313.58
module_3_orderstatemachine,Major,18,success,3.46,306.45
module_3_orderstatemachine,PITest,18,success,2.91,319.41
module_3_orderstatemachine,Major,19,success,3.54,247.73
module_3_orderstatemachine,PITest,19,success,3.02,298.56
module_3_orderstatemachine,Major,20,success,3.46,302.97
module_3_orderstatemachine,PITest,20,success,2.99,314.08
module_3_orderstatemachine,Major,21,success,3.48,291.58
module_3_orderstatemachine,PITest,21,success,3.24,270.06
module_3_orderstatemachine,Major,22,success,3.46,310.50
module_3_orderstatemachine,PITest,22,success,3.03,318.91
module_3_orderstatemachine,Major,23,success,3.47,307.91
module_3_orderstatemachine,PITest,23,success,2.88,306.50
module_3_orderstatemachine,Major,24,success,3.79,283.52
module_3_orderstatemachine,PITest,24,success,3.02,311.73
module_3_orderstatemachine,Major,25,success,3.44,288.56
module_3_orderstatemachine,PITest,25,success,3.02,336.17
module_3_orderstatemachine,Major,26,success,3.61,279.92
module_3_orderstatemachine,PITest,26,success,3.00,306.12
module_3_orderstatemachine,Major,27,success,3.56,302.89
module_3_orderstatemachine,PITest,27,success,2.91,309.86
module_3_orderstatemachine,Major,28,success,3.45,291.88
module_3_orderstatemachine,PITest,28,success,3.21,285.73
module_3_orderstatemachine,Major,29,success,3.57,296.97
module_3_orderstatemachine,PITest,29,success,2.89,310.36
module_3_orderstatemachine,Major,30,success,3.44,285.45
module_3_orderstatemachine,PITest,30,success,3.11,313.20
KTH,Major,1,success,3.23,301.88
KTH,PITest,1,success,2.89,278.33
KTH,Major,2,success,3.22,294.09
KTH,PITest,2,success,2.90,316.64
KTH,Major,3,success,3.76,259.81
KTH,PITest,3,success,3.00,306.72
KTH,Major,4,success,3.26,290.55
KTH,PITest,4,success,2.99,320.95
KTH,Major,5,success,3.34,303.23
KTH,PITest,5,success,3.35,310.98
KTH,Major,6,success,3.42,298.08
KTH,PITest,6,success,3.00,315.98
KTH,Major,7,success,3.23,299.95
KTH,PITest,7,success,2.89,320.95
KTH,Major,8,success,3.45,291.58
KTH,PITest,8,success,2.92,300.77
KTH,Major,9,success,3.25,286.53
KTH,PITest,9,success,2.92,315.80
KTH,Major,10,success,3.25,294.53
KTH,PITest,10,success,2.99,337.06
KTH,Major,11,success,3.35,294.52
KTH,PITest,11,success,2.91,312.72
KTH,Major,12,success,3.36,297.02
KTH,PITest,12,success,3.26,306.69
KTH,Major,13,success,3.29,297.16
KTH,PITest,13,success,3.00,313.20
KTH,Major,14,success,3.31,294.66
KTH,PITest,14,success,2.97,322.34
KTH,Major,15,success,3.65,281.89
KTH,PITest,15,success,3.00,324.05
KTH,Major,16,success,3.32,292.12
KTH,PITest,16,success,2.96,328.72
KTH,Major,17,success,3.33,293.05
KTH,PITest,17,success,3.54,325.95
KTH,Major,18,success,3.45,300.34
KTH,PITest,18,success,3.19,325.78
KTH,Major,19,success,3.42,297.39
KTH,PITest,19,success,3.34,284.22
KTH,Major,20,success,3.35,312.48
KTH,PITest,20,success,3.01,311.80
KTH,Major,21,success,3.31,304.08
KTH,PITest,21,success,2.86,325.31
KTH,Major,22,success,3.48,279.55
KTH,PITest,22,success,2.90,302.22
KTH,Major,23,success,3.21,284.25
KTH,PITest,23,success,2.91,318.00
KTH,Major,24,success,3.23,295.48
KTH,PITest,24,success,3.04,303.70
KTH,Major,25,success,3.22,269.70
KTH,PITest,25,success,2.91,314.75
KTH,Major,26,success,3.33,301.05
KTH,PITest,26,success,2.89,312.39
KTH,Major,27,success,3.43,281.38
KTH,PITest,27,success,2.94,309.22
KTH,Major,28,success,3.34,292.91
KTH,PITest,28,success,2.91,329.22
KTH,Major,29,success,3.26,266.95
KTH,PITest,29,success,3.03,312.62
KTH,Major,30,success,3.26,275.78
KTH,PITest,30,success,2.90,313.05
MAX_SUBLIST_SUM,Major,1,success,3.09,275.69
MAX_SUBLIST_SUM,PITest,1,success,2.76,287.28
MAX_SUBLIST_SUM,Major,2,success,3.30,274.02
MAX_SUBLIST_SUM,PITest,2,success,2.67,287.36
MAX_SUBLIST_SUM,Major,3,success,3.22,268.31
MAX_SUBLIST_SUM,PITest,3,success,2.57,305.08
MAX_SUBLIST_SUM,Major,4,success,3.21,281.45
MAX_SUBLIST_SUM,PITest,4,success,2.64,293.00
MAX_SUBLIST_SUM,Major,5,success,3.18,289.81
MAX_SUBLIST_SUM,PITest,5,success,2.55,312.47
MAX_SUBLIST_SUM,Major,6,success,3.24,287.62
MAX_SUBLIST_SUM,PITest,6,success,2.68,294.42
MAX_SUBLIST_SUM,Major,7,success,3.91,281.72
MAX_SUBLIST_SUM,PITest,7,success,2.87,295.20
MAX_SUBLIST_SUM,Major,8,success,3.48,288.66
MAX_SUBLIST_SUM,PITest,8,success,2.89,299.55
MAX_SUBLIST_SUM,Major,9,success,3.55,245.34
MAX_SUBLIST_SUM,PITest,9,success,2.71,303.28
MAX_SUBLIST_SUM,Major,10,success,3.24,281.16
MAX_SUBLIST_SUM,PITest,10,success,2.69,296.12
MAX_SUBLIST_SUM,Major,11,success,3.14,267.31
MAX_SUBLIST_SUM,PITest,11,success,2.79,280.58
MAX_SUBLIST_SUM,Major,12,success,3.36,299.39
MAX_SUBLIST_SUM,PITest,12,success,2.70,305.19
MAX_SUBLIST_SUM,Major,13,success,3.12,279.92
MAX_SUBLIST_SUM,PITest,13,success,2.79,298.16
MAX_SUBLIST_SUM,Major,14,success,3.61,251.78
MAX_SUBLIST_SUM,PITest,14,success,2.85,300.23
MAX_SUBLIST_SUM,Major,15,success,3.54,272.02
MAX_SUBLIST_SUM,PITest,15,success,2.84,303.08
MAX_SUBLIST_SUM,Major,16,success,3.42,280.17
MAX_SUBLIST_SUM,PITest,16,success,3.21,291.52
MAX_SUBLIST_SUM,Major,17,success,3.45,273.33
MAX_SUBLIST_SUM,PITest,17,success,2.89,322.72
MAX_SUBLIST_SUM,Major,18,success,3.33,277.70
MAX_SUBLIST_SUM,PITest,18,success,2.70,294.84
MAX_SUBLIST_SUM,Major,19,success,3.46,287.56
MAX_SUBLIST_SUM,PITest,19,success,2.70,285.39
